beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name
0.1521	Diseases of the nervous system	G6_MEDLEOTH	Other lesions of median nerve	0.4492	G6_MEDLEOTH	Other lesions of median nerve	Diseases of the nervous system
-0.0351	Diseases of the respiratory system	J10_PNEUMOBACT	Bacterial pneumoniae	0.4497	J10_PNEUMOBACT	Bacterial pneumoniae	Diseases of the respiratory system
0.0494	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	0.4498	CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	Neoplasms from hospital discharges
-0.1764	Neoplasms from hospital discharges	CD2_BENIGN_VAGINA	Benign neoplasm: Vulva	0.4507	CD2_BENIGN_VAGINA	Benign neoplasm: Vulva	Neoplasms from hospital discharges
-0.2703	Neoplasms from hospital discharges	CD2_BENIGN_BRONCHUS_LUNG_EXALLC	Benign neoplasm: Bronchus and lung (other cancers excluded from controls)	0.4517	CD2_BENIGN_BRONCHUS_LUNG_EXALLC	Benign neoplasm: Bronchus and lung (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.0494	Diseases of the respiratory system	J10_PERITONSABSC	Peritonsillar abscess	0.4517	J10_PERITONSABSC	Peritonsillar abscess	Diseases of the respiratory system
0.2112	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	Other abnormal immunological findings in serum	0.4518	R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	Other abnormal immunological findings in serum	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.2699	Neoplasms from hospital discharges	CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	0.4521	CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	Neoplasms from hospital discharges
0.1634	Neoplasms from hospital discharges	CD2_BENIGN_CRANIAL_NERVE_EXALLC	Benign neoplasm: Cranial nerves (other cancers excluded from controls)	0.4532	CD2_BENIGN_CRANIAL_NERVE_EXALLC	Benign neoplasm: Cranial nerves (other cancers excluded from controls)	Neoplasms from hospital discharges
0.1287	Diseases of the musculoskeletal system and connective tissue	M13_DORSOPATHYNAS	Other specified/unspecified dorsopathies	0.4532	M13_DORSOPATHYNAS	Other specified/unspecified dorsopathies	Diseases of the musculoskeletal system and connective tissue
-0.2161	Diseases of the eye and adnexa	H7_IRIDOCYCLITISINOTH	Iridocyclitis in diseases classified elsewhere	0.4538	H7_IRIDOCYCLITISINOTH	Iridocyclitis in diseases classified elsewhere	Diseases of the eye and adnexa
-0.2166	Diseases of the eye and adnexa	H7_LENSDISLOCATIO	Dislocation of lens	0.4538	H7_LENSDISLOCATIO	Dislocation of lens	Diseases of the eye and adnexa
0.0979	Diseases of the skin and subcutaneous tissue	L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	0.4542	L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	Diseases of the skin and subcutaneous tissue
0.1497	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Injuries involving multiple body regions	0.4544	ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Injuries involving multiple body regions	Injury, poisoning and certain other consequences of external causes
-0.0323	Diseases of the ear and mastoid process	H8_INNER	Diseases of inner ear	0.4548	H8_INNER	Diseases of inner ear	Diseases of the ear and mastoid process
0.0168	Interstitial lung disease endpoints	ACUTE_RESPIRATORY_INFECTIONS	Asthma/COPD-related acute respiratory infections	0.4552	ACUTE_RESPIRATORY_INFECTIONS	Asthma/COPD-related acute respiratory infections	Interstitial lung disease endpoints
0.0168	Asthma and related endpoints	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	Asthma-related acute respiratory infections	0.4552	ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	Asthma-related acute respiratory infections	Asthma and related endpoints
0.1621	Neoplasms from hospital discharges	CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	0.4552	CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	Neoplasms from hospital discharges
-0.1476	Diseases of the circulatory system	I9_SECONDRIGHT	Secondary right heart disease	0.4554	I9_SECONDRIGHT	Secondary right heart disease	Diseases of the circulatory system
0.0486	Pregnancy, childbirth and the puerperium	O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	0.4559	O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	Pregnancy, childbirth and the puerperium
0.0701	Other	CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	0.4561	CONGEN_HEART_ARTER	Congenital malformations of heart and great arteries	Other
0.0872	Neoplasms from hospital discharges	CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	Haemangioma and lymphangioma, any site	0.4564	CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	Haemangioma and lymphangioma, any site	Neoplasms from hospital discharges
0.0284	Endocrine, nutritional and metabolic diseases	HYPOTHY_PURCHASE	Hypothyroidism and >3 levothyroxin purchases	0.4564	HYPOTHY_PURCHASE	Hypothyroidism and >3 levothyroxin purchases	Endocrine, nutritional and metabolic diseases
0.2245	Diseases of the skin and subcutaneous tissue	L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	0.4569	L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	Diseases of the skin and subcutaneous tissue
-0.03	Other	AUD_SWEDISH	Alcohol use disorder, Swedish definition	0.4573	AUD_SWEDISH	Alcohol use disorder, Swedish definition	Other
0.0431	Diseases of the skin and subcutaneous tissue	L12_URTICARIA	Urticaria	0.4576	L12_URTICARIA	Urticaria	Diseases of the skin and subcutaneous tissue
0.039	Diseases of the eye and adnexa	H7_LACRIMALSYSTEM	Disorders of lacrimal system	0.4576	H7_LACRIMALSYSTEM	Disorders of lacrimal system	Diseases of the eye and adnexa
-0.0841	Diabetes endpoints	DM_NEUROPATHY	Diabetic neuropathy	0.4581	DM_NEUROPATHY	Diabetic neuropathy	Diabetes endpoints
0.0835	Endocrine, nutritional and metabolic diseases	E4_DM1KETO	Type 1 diabetes with ketoacidosis	0.4582	E4_DM1KETO	Type 1 diabetes with ketoacidosis	Endocrine, nutritional and metabolic diseases
0.0821	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_TRUNK	Melanocytic naevi of trunk	0.4585	CD2_BENIGN_MELANOCYTIC_TRUNK	Melanocytic naevi of trunk	Neoplasms from hospital discharges
-0.2049	Neoplasms from hospital discharges	CD2_BENIGN_BRAIN_SUPRATENT	Benign neoplasm: Brain, supratentorial	0.4592	CD2_BENIGN_BRAIN_SUPRATENT	Benign neoplasm: Brain, supratentorial	Neoplasms from hospital discharges
-0.0604	Injury, poisoning and certain other consequences of external causes	ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand	0.4599	ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand	Injury, poisoning and certain other consequences of external causes
0.2228	Endocrine, nutritional and metabolic diseases	E4_ACIDOSIS	Acidosis	0.4605	E4_ACIDOSIS	Acidosis	Endocrine, nutritional and metabolic diseases
-0.1077	Mental and behavioural disorders	F5_MENTRET	Mental retardation	0.4608	F5_MENTRET	Mental retardation	Mental and behavioural disorders
0.1734	Mental and behavioural disorders	F5_AUTISM	Autism	0.4643	F5_AUTISM	Autism	Mental and behavioural disorders
-0.1134	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Other symptoms and signs involving the circulatory and respiratory systems	0.4655	R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Other symptoms and signs involving the circulatory and respiratory systems	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.1317	Other	VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW	Supplementary factors related to causes of morbidity and mortality classified elsewhere	0.4656	VWXY20_SUPPLE_FACTO_RELATED_CAUSES_MORBIDI_MORTA_CLASSIFIED_ELSEW	Supplementary factors related to causes of morbidity and mortality classified elsewhere	Other
0.0909	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_HEARTBURN	Heartburn	0.4656	R18_HEARTBURN	Heartburn	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.0625	Diseases of the circulatory system	I9_AORTANEUR	Aortic aneurysm	0.4657	I9_AORTANEUR	Aortic aneurysm	Diseases of the circulatory system
0.0963	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	Injuries to unspecified part of trunk, limb or body region	0.466	ST19_INJURI_UNSPE_PART_TRUNK_LIMB_BODY_REGION	Injuries to unspecified part of trunk, limb or body region	Injury, poisoning and certain other consequences of external causes
0.1988	Endocrine, nutritional and metabolic diseases	E4_TESTICHYPO	Testicular hypofunction	0.4662	E4_TESTICHYPO	Testicular hypofunction	Endocrine, nutritional and metabolic diseases
-0.2125	Diseases of the circulatory system	I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	0.4677	I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	Diseases of the circulatory system
-0.0285	Diseases of the musculoskeletal system and connective tissue	M13_ROTATORCUFF	Rotator cuff syndrome	0.4679	M13_ROTATORCUFF	Rotator cuff syndrome	Diseases of the musculoskeletal system and connective tissue
0.0443	Diseases of the digestive system	K11_IBS	Irritable bowel syndrome	0.4682	K11_IBS	Irritable bowel syndrome	Diseases of the digestive system
-0.2013	Neoplasms from hospital discharges	CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	0.4683	CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0596	Diseases of the respiratory system	J10_COLD	Acute nasopharyngitis(common cold)	0.4685	J10_COLD	Acute nasopharyngitis(common cold)	Diseases of the respiratory system
-0.1705	Neoplasms from hospital discharges	CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (other cancers excluded from controls)	0.4687	CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (other cancers excluded from controls)	Neoplasms from hospital discharges
0.1916	Mental and behavioural disorders	F5_MIXEDDEV	Mixed specific developmental disorders	0.4701	F5_MIXEDDEV	Mixed specific developmental disorders	Mental and behavioural disorders
-0.141	Neoplasms from hospital discharges	CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (other cancers excluded from controls)	0.4708	CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0275	Other	HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases	0.4711	HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases	Other
0.11	Factors influencing health status and contact with health services	Z21_DESEN_ALLERGE	Desensitization to allergens	0.4711	Z21_DESEN_ALLERGE	Desensitization to allergens	Factors influencing health status and contact with health services
0.0529	Diseases of the respiratory system	J10_NASALPOLYP	Nasal polyp	0.4713	J10_NASALPOLYP	Nasal polyp	Diseases of the respiratory system
-0.1408	Neoplasms from hospital discharges	CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	0.4714	CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	Neoplasms from hospital discharges
0.0288	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	0.4714	R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
-0.1058	Endocrine, nutritional and metabolic diseases	E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	0.4722	E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	Endocrine, nutritional and metabolic diseases
0.0474	Diseases of the digestive system	K11_OTHGASTR	Other gastritis (incl. Duodenitis)	0.4723	K11_OTHGASTR	Other gastritis (incl. Duodenitis)	Diseases of the digestive system
0.0943	Diseases of the circulatory system	I9_ANEURYSM	Cerebral aneurysm, nonruptured	0.4738	I9_ANEURYSM	Cerebral aneurysm, nonruptured	Diseases of the circulatory system
0.1337	Interstitial lung disease endpoints	NIV	Non-invasive ventilation	0.474	NIV	Non-invasive ventilation	Interstitial lung disease endpoints
-0.1397	Diseases of the eye and adnexa	H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	0.4743	H7_CORNEALNAS	Other and unspecified corneal deformities and disorders	Diseases of the eye and adnexa
-0.0943	Factors influencing health status and contact with health services	Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	0.4743	Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	Factors influencing health status and contact with health services
0.1876	Diseases of the skin and subcutaneous tissue	L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	0.4744	L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	Diseases of the skin and subcutaneous tissue
0.1137	Rheuma endpoints	SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	0.4752	SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	Rheuma endpoints
0.0445	Diseases of the circulatory system	I9_CABG	Coronary artery bypass grafting	0.4763	I9_CABG	Coronary artery bypass grafting	Diseases of the circulatory system
0.0966	Diseases of the genitourinary system	N14_RENFAILNAS	Unspesified kidney failure	0.4767	N14_RENFAILNAS	Unspesified kidney failure	Diseases of the genitourinary system
-0.0606	Diseases of the respiratory system	J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	0.477	J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	Diseases of the respiratory system
0.0518	Neoplasms from hospital discharges	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	0.4778	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	Neoplasms from hospital discharges
0.2432	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	0.4781	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.0326	Diseases of the circulatory system	I9_REVASC	Coronary revascularization (ANGIO or CABG)	0.4782	I9_REVASC	Coronary revascularization (ANGIO or CABG)	Diseases of the circulatory system
0.2316	Diseases of the eye and adnexa	H7_NYSTAGMUS	Nystagmus and other irregular eye movements	0.4783	H7_NYSTAGMUS	Nystagmus and other irregular eye movements	Diseases of the eye and adnexa
-0.1578	Diseases of the musculoskeletal system and connective tissue	M13_SHOULDERBURSITIS	Bursitis of shoulder	0.4783	M13_SHOULDERBURSITIS	Bursitis of shoulder	Diseases of the musculoskeletal system and connective tissue
0.0467	Diseases of the digestive system	APPENDACUT_COMPLIC	Acute appendicitis, with complications	0.4788	APPENDACUT_COMPLIC	Acute appendicitis, with complications	Diseases of the digestive system
-0.2248	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	0.4788	Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities
-0.0467	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_NAUSEA_VOMITI	Nausea and vomiting	0.4792	R18_NAUSEA_VOMITI	Nausea and vomiting	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.1033	Psychiatric endpoints	KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	0.48	KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	Psychiatric endpoints
0.0284	Factors influencing health status and contact with health services	Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	0.4801	Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	Factors influencing health status and contact with health services
0.0235	Diseases of the ear and mastoid process	H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	0.4803	H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	Diseases of the ear and mastoid process
