beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name	odds_ratio
-0.2125	Diseases of the circulatory system	I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	0.4677	I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	Diseases of the circulatory system	0.808560316321452
-0.0285	Diseases of the musculoskeletal system and connective tissue	M13_ROTATORCUFF	Rotator cuff syndrome	0.4679	M13_ROTATORCUFF	Rotator cuff syndrome	Diseases of the musculoskeletal system and connective tissue	0.971902294146137
0.0443	Diseases of the digestive system	K11_IBS	Irritable bowel syndrome	0.4682	K11_IBS	Irritable bowel syndrome	Diseases of the digestive system	1.04529589662382
-0.2013	Neoplasms from hospital discharges	CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	0.4683	CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	Neoplasms from hospital discharges	0.817667094626772
0.0596	Diseases of the respiratory system	J10_COLD	Acute nasopharyngitis(common cold)	0.4685	J10_COLD	Acute nasopharyngitis(common cold)	Diseases of the respiratory system	1.06141189686234
-0.1705	Neoplasms from hospital discharges	CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (other cancers excluded from controls)	0.4687	CD2_BENIGN_VAGINA_EXALLC	Benign neoplasm: Vulva (other cancers excluded from controls)	Neoplasms from hospital discharges	0.843243089628613
0.1916	Mental and behavioural disorders	F5_MIXEDDEV	Mixed specific developmental disorders	0.4701	F5_MIXEDDEV	Mixed specific developmental disorders	Mental and behavioural disorders	1.21118594567883
-0.141	Neoplasms from hospital discharges	CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (other cancers excluded from controls)	0.4708	CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (other cancers excluded from controls)	Neoplasms from hospital discharges	0.868489311697668
0.0275	Other	HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases	0.4711	HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases	Other	1.02788161510725
0.11	Factors influencing health status and contact with health services	Z21_DESEN_ALLERGE	Desensitization to allergens	0.4711	Z21_DESEN_ALLERGE	Desensitization to allergens	Factors influencing health status and contact with health services	1.11627807045887
0.0529	Diseases of the respiratory system	J10_NASALPOLYP	Nasal polyp	0.4713	J10_NASALPOLYP	Nasal polyp	Diseases of the respiratory system	1.05432420742682
-0.1408	Neoplasms from hospital discharges	CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	0.4714	CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	Neoplasms from hospital discharges	0.868663026930952
0.0288	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	0.4714	R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.02921873014336
-0.1058	Endocrine, nutritional and metabolic diseases	E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	0.4722	E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	Endocrine, nutritional and metabolic diseases	0.899604550995232
0.0474	Diseases of the digestive system	K11_OTHGASTR	Other gastritis (incl. Duodenitis)	0.4723	K11_OTHGASTR	Other gastritis (incl. Duodenitis)	Diseases of the digestive system	1.04854134174423
0.0943	Diseases of the circulatory system	I9_ANEURYSM	Cerebral aneurysm, nonruptured	0.4738	I9_ANEURYSM	Cerebral aneurysm, nonruptured	Diseases of the circulatory system	1.09888936328108
0.1337	Interstitial lung disease endpoints	NIV	Non-invasive ventilation	0.474	NIV	Non-invasive ventilation	Interstitial lung disease endpoints	1.14304985324629
-0.0943	Factors influencing health status and contact with health services	Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	0.4743	Z21_OTHER_ORTHOPA_FOLLOW__CARE	Other orthopaedic follow-up care	Factors influencing health status and contact with health services	0.910009718370723
0.1876	Diseases of the skin and subcutaneous tissue	L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	0.4744	L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	Diseases of the skin and subcutaneous tissue	1.20635087847728
0.1137	Rheuma endpoints	SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	0.4752	SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	Rheuma endpoints	1.12041594967549
0.0445	Diseases of the circulatory system	I9_CABG	Coronary artery bypass grafting	0.4763	I9_CABG	Coronary artery bypass grafting	Diseases of the circulatory system	1.04550497671046
0.0966	Diseases of the genitourinary system	N14_RENFAILNAS	Unspesified kidney failure	0.4767	N14_RENFAILNAS	Unspesified kidney failure	Diseases of the genitourinary system	1.10141971760864
-0.0606	Diseases of the respiratory system	J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	0.477	J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	Diseases of the respiratory system	0.941199644347816
0.0518	Neoplasms from hospital discharges	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	0.4778	CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC	Primary_lymphoid and hematopoietic malignant neoplasms	Neoplasms from hospital discharges	1.05316508843097
0.2432	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	0.4781	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	1.27532366334636
0.0326	Diseases of the circulatory system	I9_REVASC	Coronary revascularization (ANGIO or CABG)	0.4782	I9_REVASC	Coronary revascularization (ANGIO or CABG)	Diseases of the circulatory system	1.03313720169863
-0.1578	Diseases of the musculoskeletal system and connective tissue	M13_SHOULDERBURSITIS	Bursitis of shoulder	0.4783	M13_SHOULDERBURSITIS	Bursitis of shoulder	Diseases of the musculoskeletal system and connective tissue	0.85402056900301
0.0467	Diseases of the digestive system	APPENDACUT_COMPLIC	Acute appendicitis, with complications	0.4788	APPENDACUT_COMPLIC	Acute appendicitis, with complications	Diseases of the digestive system	1.04780761963771
-0.2248	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	0.4788	Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities	0.798675937974518
-0.0467	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_NAUSEA_VOMITI	Nausea and vomiting	0.4792	R18_NAUSEA_VOMITI	Nausea and vomiting	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.954373666747875
0.1033	Psychiatric endpoints	KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	0.48	KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	Psychiatric endpoints	1.10882400638583
0.0284	Factors influencing health status and contact with health services	Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	0.4801	Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS	Follow-up examination after treatment for conditions other than malignant neoplasms	Factors influencing health status and contact with health services	1.02880712497782
0.0235	Diseases of the ear and mastoid process	H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	0.4803	H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	Diseases of the ear and mastoid process	1.02377830074663
0.0747	Diseases of the nervous system	GE_STRICT	Generalized epilepsy, strict edfinition	0.4807	GE_STRICT	Generalized epilepsy, strict edfinition	Diseases of the nervous system	1.0775608341393
0.046	Injury, poisoning and certain other consequences of external causes	ST19_EFFEC_FOREI_BODY_ENTERING_NATURAL_ORIFI	Effects of foreign body entering through natural orifice	0.4811	ST19_EFFEC_FOREI_BODY_ENTERING_NATURAL_ORIFI	Effects of foreign body entering through natural orifice	Injury, poisoning and certain other consequences of external causes	1.04707441095694
0.0625	Injury, poisoning and certain other consequences of external causes	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	Dislocation, sprain and strain of joints and ligaments at neck level	0.4821	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	Dislocation, sprain and strain of joints and ligaments at neck level	Injury, poisoning and certain other consequences of external causes	1.06449445891786
-0.221	Neurological endpoints	AD_U_EXMORE	Alzheimer's disease (undefined) (more controls excluded)	0.4826	AD_U_EXMORE	Alzheimer's disease (undefined) (more controls excluded)	Neurological endpoints	0.801716680290195
-0.1094	Neoplasms from hospital discharges	CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	0.4831	CD2_INSITU_SKIN_FACE	Carcinoma in situ of skin of other and unspecified parts of face	Neoplasms from hospital discharges	0.896371797060106
-0.0999	Pregnancy, childbirth and the puerperium	O15_ABORT_UNS	Unspecified abortion	0.4832	O15_ABORT_UNS	Unspecified abortion	Pregnancy, childbirth and the puerperium	0.904927906302101
-0.1061	Rheuma endpoints	OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	0.4834	OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	0.89933471010809
0.0864	Neoplasms from hospital discharges	CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	0.4836	CD2_NONFOLLICULAR_LYMPHOMA	Non-follicular lymphoma	Neoplasms from hospital discharges	1.09024233803258
0.0325	Injury, poisoning and certain other consequences of external causes	ST19_OPEN_WOUND_HEAD	Open wound of head	0.484	ST19_OPEN_WOUND_HEAD	Open wound of head	Injury, poisoning and certain other consequences of external causes	1.03303389314397
0.0324	Diseases of the digestive system	K11_ENERCOLNONINF	Noninfective enteritis and colitis	0.4842	K11_ENERCOLNONINF	Noninfective enteritis and colitis	Diseases of the digestive system	1.03293059491966
0.12	Diseases of the respiratory system	J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis	0.4842	J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis	Diseases of the respiratory system	1.12749685157938
0.0344	Diseases of the respiratory system	J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	0.4843	J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	Diseases of the respiratory system	1.03499852334861
-0.1295	Diseases of the circulatory system	I9_PULMOTHHD	Other pulmonary heart/vessel disease	0.4844	I9_PULMOTHHD	Other pulmonary heart/vessel disease	Diseases of the circulatory system	0.878534588416246
-0.117	Mental and behavioural disorders	F5_CANNABIS	Mental and behavioural disorders due to cannabinoids	0.4848	F5_CANNABIS	Mental and behavioural disorders due to cannabinoids	Mental and behavioural disorders	0.889585193163411
-0.0298	Pregnancy, childbirth and the puerperium	O15_ABORT_MEDICAL	Medical abortion	0.4852	O15_ABORT_MEDICAL	Medical abortion	Pregnancy, childbirth and the puerperium	0.970639642065423
-0.0767	Certain infectious and parasitic diseases	C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	0.4856	C_DIFFICILE_ENTEROCOLITIS	Enterocolitis due to Clostridium difficile	Certain infectious and parasitic diseases	0.926167662231788
0.0224	Diseases of the genitourinary system	N14_MALEGEN	Diseases of male genital organs	0.4856	N14_MALEGEN	Diseases of male genital organs	Diseases of the genitourinary system	1.02265276377463
-0.0368	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	0.4858	R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.963868889850931
-0.2432	Diseases of the ear and mastoid process	H8_MASTACU	Acute mastoiditis	0.4862	H8_MASTACU	Acute mastoiditis	Diseases of the ear and mastoid process	0.784114675153187
0.1883	Diseases of the nervous system	G6_MYASTHENIA	Myasthenia gravis	0.4867	G6_MYASTHENIA	Myasthenia gravis	Diseases of the nervous system	1.20719561971715
-0.0505	Other	ALCOHOLACUTE10	Acute alcohol intoxication	0.4869	ALCOHOLACUTE10	Acute alcohol intoxication	Other	0.950753928672327
0.1826	Injury, poisoning and certain other consequences of external causes	ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of cardiac and vascular prosthetic devices, implants and grafts	0.4872	ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of cardiac and vascular prosthetic devices, implants and grafts	Injury, poisoning and certain other consequences of external causes	1.20033417836994
0.0898	Neoplasms from hospital discharges	CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	0.4889	CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	Neoplasms from hospital discharges	1.0939554707305
-0.1357	Diseases of the musculoskeletal system and connective tissue	M13_ALGONEURO	Alogoneurodystrophy	0.4895	M13_ALGONEURO	Alogoneurodystrophy	Diseases of the musculoskeletal system and connective tissue	0.873104524560313
-0.1435	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_HYPERHIDROSIS	Hyperhidrosis	0.4895	R18_HYPERHIDROSIS	Hyperhidrosis	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.866320800187245
0.1583	Neoplasms from hospital discharges	CD2_HODGKIN_LYMPHOMA	Hodgkin lymphoma	0.4905	CD2_HODGKIN_LYMPHOMA	Hodgkin lymphoma	Neoplasms from hospital discharges	1.17151759727383
0.0896	Neoplasms from hospital discharges	CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (other cancers excluded from controls)	0.4906	CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (other cancers excluded from controls)	Neoplasms from hospital discharges	1.093736701514
0.1449	Diseases of the genitourinary system	N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	0.4911	N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	Diseases of the genitourinary system	1.155923972091
-0.1788	Injury, poisoning and certain other consequences of external causes	ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level	0.4913	ST19_INJURY_MUSCLE_TENDON_FOREA_LEVEL	Injury of muscle and tendon at forearm level	Injury, poisoning and certain other consequences of external causes	0.836273137300148
0.1759	Endocrine, nutritional and metabolic diseases	E4_TESTIDYS	Testicular dysfunction	0.4914	E4_TESTIDYS	Testicular dysfunction	Endocrine, nutritional and metabolic diseases	1.1923188208068
-0.0719	Factors influencing health status and contact with health services	Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS	Follow-up examination after treatment for malignant neoplasms	0.4916	Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS	Follow-up examination after treatment for malignant neoplasms	Factors influencing health status and contact with health services	0.930623953553596
0.1001	Neoplasms from cancer register	C3_OVARY_EXALLC	Malignant neoplasm of ovary (other cancers excluded from controls)	0.4919	C3_OVARY_EXALLC	Malignant neoplasm of ovary (other cancers excluded from controls)	Neoplasms from cancer register	1.10528144069349
0.1579	Neoplasms from hospital discharges	CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (other cancers excluded from controls)	0.4921	CD2_HODGKIN_LYMPHOMA_EXALLC	Hodgkin lymphoma (other cancers excluded from controls)	Neoplasms from hospital discharges	1.17104908394383
-0.1207	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_DISTU_SMELL_TASTE	Disturbances of smell and taste	0.4929	R18_DISTU_SMELL_TASTE	Disturbances of smell and taste	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	0.886299809656269
-0.0541	Factors influencing health status and contact with health services	Z21_POSTPA_CARE_EXAMI	Postpartum care and examination	0.4949	Z21_POSTPA_CARE_EXAMI	Postpartum care and examination	Factors influencing health status and contact with health services	0.947337368028151
0.021	Other	I9_CVD_HARD	Hard cardiovascular diseases	0.4956	I9_CVD_HARD	Hard cardiovascular diseases	Other	1.02122205163753
-0.2206	Other	VWXY20_VAPAA_TAPATURMAT	!!!Vapaa-ajan tapaturmat	0.4957	VWXY20_VAPAA_TAPATURMAT	!!!Vapaa-ajan tapaturmat	Other	0.802037431108198
0.123	Endocrine, nutritional and metabolic diseases	E4_HYPERKALAEMIA	Hyperkalaemia	0.4967	E4_HYPERKALAEMIA	Hyperkalaemia	Endocrine, nutritional and metabolic diseases	1.13088442094749
